Airline,Time,Amount,Type,Source
Delta,20223,13975000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20222,13824000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20221,9348000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20214,9469000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20213,9154000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20212,7126000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20211,4150000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20204,3973000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20203,3062000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20202,1468000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20201,8592000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20194,11439000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20193,12560000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20192,12536000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20191,10472000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20184,10742000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20183,11953000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20182,11775000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20181,9968000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20174,10229000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20173,11061000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20172,10747000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20171,9101000000,Revenue,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/revenue
Delta,20223,4903000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20222,5237000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20221,2311000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20214,3172000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20213,3114000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20212,1715000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20211,-597000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20204,27000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20203,-610000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20202,-2052000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20201,1995000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20194,2996000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20193,4896000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20192,5013000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20191,3735000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20184,3699000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20183,4503000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20182,4573000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20181,3615000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20174,3980000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20173,4598000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20172,4541000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20171,3466000000,GrossProfit,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/gross-profit
Delta,20223,695000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20222,735000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20221,-940000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20214,-407000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20213,1212000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20212,652000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20211,-1177000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20204,-755000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20203,-5379000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20202,-5717000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20201,-534000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20194,1099000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20193,1495000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20192,1443000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20191,730000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20184,1020000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20183,1322000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20182,1036000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20181,557000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20174,299000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20173,1159000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20172,1186000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Delta,20171,561000000,NetIncome,https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/net-income
Southwest,20222,6728000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20221,4694000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20214,5051000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20213,4679000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20212,4008000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20211,2052000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20204,2013000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20203,1793000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20202,1008000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20201,4234000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20194,5731000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20193,5639000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20192,5909000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20191,5149000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20184,5704000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20183,5575000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20182,5742000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20181,4944000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20174,5258000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20173,5303000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20172,5731000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20171,4854000000,Revenue,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20222,2274000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/gross-profit
Southwest,20221,904000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20214,1201000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20213,1717000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20212,1495000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20211,974000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20204,-332000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20203,-608000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20202,-594000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20201,899000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20194,1743000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20193,1889000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20192,2038000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20191,1532000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20184,1908000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20183,1838000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20182,1995000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20181,1518000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20174,1711000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20173,1888000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20172,2261000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20171,1612000000,GrossProfit,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/revenue
Southwest,20222,760000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20221,-278000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20214,67000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20213,446000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20212,348000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20211,116000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20204,-908000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20203,-1157000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20202,-915000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20201,-94000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20194,513000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20193,659000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20192,741000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20191,387000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20184,654000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20183,615000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20182,733000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20181,463000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20174,1747000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20173,528000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20172,743000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
Southwest,20171,339000000,NetIncome,https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/net-income
American,20223,13462000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20222,13422000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20221,8896000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20214,9427000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20213,8969000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20212,7478000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20211,4008000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20204,4027000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20203,3173000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20202,1622000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20201,8515000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20194,11313000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20193,11911000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20192,11960000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20191,10584000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20184,10938000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20183,11559000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20182,11643000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20181,10401000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20174,10610000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20173,10965000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20172,11227000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20171,9820000000,Revenue,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/revenue
American,20223,3315000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20222,3409000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20221,540000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20214,1343000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20213,1512000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20212,869000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20211,-1678000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20204,-1286000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20203,-1875000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20202,-2823000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20201,798000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20194,3770000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20193,3295000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20192,3435000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20191,2614000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20184,1017000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20183,3015000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20182,3341000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20181,2678000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20174,3005000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20173,3449000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20172,3819000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20171,2759000000,GrossProfit,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/gross-profit
American,20223,483000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20222,476000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20221,-1635000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20214,-931000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20213,169000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20212,19000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20211,-1250000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20204,-2178000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20203,-2399000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20202,-2067000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20201,-2241000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20194,414000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20193,425000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20192,662000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20191,185000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20184,325000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20183,372000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20182,556000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20181,159000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20174,-583000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
American,20173,661000000,NetIncome,https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/net-income
